hs6,description
710121,"pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
710122,"pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
710210,"diamonds; whether or not worked, but not mounted or set, unsorted"
710221,"diamonds; industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set"
710229,"diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set"
710231,"diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set"
710239,"diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set"
710310,"stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set"
710391,"stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set"
710399,"stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set"
710410,"stones; piezo-electric quartz, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport"
710421,"stones; diamonds, unworked or simply sawn or roughly shaped"
710429,"stones; synthetic or reconstructed precious or semi-precious n.e.c. in heading 7104, unworked or simply sawn or roughly shaped"
710491,"stones; diamonds, n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport"
710499,"stones; synthetic or reconstructed precious or semi-precious n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport"
710510,"stones; precious and semi-precious, dust and powder, of diamonds"
710590,"stones; precious and semi-precious, dust and powder, of natural or synthetic precious or semi-precious stones, excluding diamonds"
710610,metals; silver powder
710691,"metals; silver, unwrought, (but not powder)"
710692,"metals; silver, semi-manufactured"
710700,base metals clad with silver; not further worked than semi-manufactured
710811,"metals; gold, non-monetary, powder"
710812,"metals; gold, non-monetary, unwrought (but not powder)"
710813,"metals; gold, semi-manufactured"
710820,"gold, monetary"
710900,"base metals or silver; clad with gold, not further worked than semi-manufactured"
711011,"metals; platinum, unwrought or in powder form"
711019,"metals; platinum, semi-manufactured"
711021,"metals; palladium, unwrought or in powder form"
711029,"metals; palladium, semi-manufactured"
711031,"metals; rhodium, unwrought or in powder form"
711039,"metals; rhodium, semi-manufactured"
711041,"metals; iridium, osmium, ruthenium, unwrought or in powder form"
711049,"metals; iridium, osmium, ruthenium, semi-manufactured"
711100,"base metals, silver or gold, clad with platinum; not further worked than semi-manufactured"
711230,waste and scrap of precious metal or of metal clad with precious metal; ash containing precious metal or precious metal compounds
711291,"waste and scrap of precious metals; of gold, including metal clad with gold but excluding sweepings containing other precious metals"
711292,"waste and scrap of precious metals; of platinum, including metal clad with platinum but excluding sweepings containing other precious metals"
711299,"waste and scrap of precious metals; waste and scrap of precious metals including metal clad with precious metals, other than that of gold and platinum and excluding ash which contains precious metal or precious metal compounds"
711311,"jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof"
711319,"jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof"
711320,"jewellery; of base metal clad with precious metal, and parts thereof"
711411,"silversmiths' wares; and parts thereof, of silver, whether or not plated or clad with other precious metal"
711419,"goldsmiths' wares; articles of and parts thereof, of precious metal (excluding silver) whether or not plated or clad with precious metal"
711420,"goldsmiths' and silversmiths' wares; articles of and parts thereof, of base metal clad with precious metal"
711510,"metal; catalysts in the form of wire cloth or grill, of platinum"
711590,"metal; precious or metal clad with precious metal, other than that of item no. 7115.10"
711610,pearls; articles of natural or cultured pearls
711620,"stones; precious or semi-precious stones (natural, synthetic or reconstructed) articles of"
711711,"jewellery; imitation, cuff links and studs, of base metal, whether or not plated with precious metal"
711719,"jewellery; imitation, (excluding cuff links and studs), of base metal, whether or not plated with precious metal"
711790,"jewellery; imitation, of other than base metal, whether or not plated with precious metal"
711810,"coin (other than gold coin), not being legal tender"
711890,coin; other than coin of item no. 7118.10
720110,"iron; non-alloy pig iron containing by weight 0.5% or less of phosphorus, in pigs, blocks or other primary forms"
720120,"iron; non-alloy pig iron containing by weight more than 0.5% of phosphorus, in pigs, blocks or other primary forms"
720150,"iron; alloy pig iron; spiegeleisen, in pigs, blocks or other primary forms"
720211,"ferro-alloys; ferro-manganese, containing by weight more than 2% of carbon"
720219,"ferro-alloys; ferro-manganese, containing by weight 2% or less of carbon"
720221,"ferro-alloys; ferro-silicon, containing by weight more than 55% of silicon"
720229,"ferro-alloys; ferro-silicon, containing by weight 55% or less of silicon"
720230,ferro-alloys; ferro-silico-manganese
720241,"ferro-alloys; ferro-chromium, containing by weight more than 4% of carbon"
720249,"ferro-alloys; ferro-chromium, containing by weight 4% or less of carbon"
720250,ferro-alloys; ferro-silico-chromium
720260,ferro-alloys; ferro-nickel
720270,ferro-alloys; ferro-molybdenum
720280,ferro-alloys; ferro-tungsten and ferro-silico-tungsten
720291,ferro-alloys; ferro-titanium and ferro-silico-titanium
720292,ferro-alloys; ferro-vanadium
720293,ferro-alloys; ferro-niobium
720299,ferro-alloys; n.e.c. in heading no. 7202
720310,"ferrous products; obtained by direct reduction of iron ore, in lumps, pellets or similar forms"
720390,"ferrous products; spongy ferrous products and iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms"
720410,ferrous waste and scrap; of cast iron
720421,ferrous waste and scrap; of stainless steel
720429,ferrous waste and scrap; of alloy steel (excluding stainless)
720430,ferrous waste and scrap; of tinned iron or steel
720441,"ferrous waste and scrap; turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles"
720449,ferrous waste and scrap; n.e.c. in heading no. 7204
720450,ferrous products; remelting scrap ingots
720510,"iron or steel, pig iron, spiegeleisen; granules thereof"
720521,alloy steel powders
720529,"iron or steel, pig iron, spiegeleisen; powders (excluding alloy steel)"
720610,iron or non-alloy steel; ingots (excluding iron of heading no. 7203)
720690,iron or non-alloy steel; primary forms (excluding ingots and iron of heading no. 7203)
720711,"iron or non-alloy steel; semi-finished products of iron or non-alloy steel; containing by weight less than 0.25% of carbon, of rectangular (including square) cross-section, width less than twice thickness"
720712,"iron or non-alloy steel; semi-finished products of iron or non-alloy steel; containing by weight less than 0.25% of carbon, of rectangular (other than square) cross-section"
720719,"iron or non-alloy steel; semi-finished products of iron or non-alloy steel, containing by weight less than 0.25% of carbon, other than rectangular or square cross-section"
720720,"iron or non-alloy steel; semi-finished products of iron or non-alloy steel, containing by weight 0.25% or more of carbon"
720810,"iron or non-alloy steel; in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief"
720825,"iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 4.75mm or more"
720826,"iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 3mm or more but less than 4.75mm"
